Education,Marital_Status,Income,Recency,NumWebVisitsMonth,Complain,Response,Age,Children,TotalSpending,NumOfTransactions,NumOfAcceptedCmp,CVR,AgeGroup,IncomeGroup,SpendingGroup,TransactionGroup
S3,Menikah,62010000.0,93,5,0,0,50,1,530000,19,0,0.0,41-50,60M-70M,0.5M-1M,10-20
S1,Menikah,41124000.0,41,8,0,0,45,1,506000,21,0,0.0,41-50,40M-50M,0.5M-1M,20-30
S2,Menikah,38961000.0,60,7,0,0,49,1,70000,6,0,0.0,41-50,30M-40M,0-0.5M,0-10
S2,Cerai,37760000.0,54,6,0,0,50,1,54000,6,0,0.0,41-50,30M-40M,0-0.5M,0-10
S1,Lajang,32233000.0,26,9,0,1,48,1,296000,12,1,0.1111111111111111,41-50,30M-40M,0-0.5M,10-20
S1,Menikah,43057000.0,30,5,0,0,47,1,266000,15,0,0.0,41-50,40M-50M,0-0.5M,10-20
S2,Bertunangan,83151000.0,93,3,0,0,62,0,747000,19,0,0.0,61-70,80M-90M,0.5M-1M,10-20
S3,Cerai,78825000.0,35,3,0,1,58,0,895000,29,0,0.3333333333333333,51-60,70M-80M,0.5M-1M,20-30
S2,Bertunangan,65104000.0,4,7,0,0,46,1,1053000,17,0,0.0,41-50,60M-70M,1M-1.5M,10-20
S1,Menikah,60093000.0,92,6,0,0,48,1,735000,21,0,0.0,41-50,60M-70M,0.5M-1M,20-30
S1,Menikah,14045000.0,24,7,0,0,53,1,20000,5,0,0.0,51-60,10M-20M,0-0.5M,0-10
D3,Janda,28457000.0,96,8,0,0,70,0,205000,10,0,0.0,61-70,20M-30M,0-0.5M,0-10
S3,Bertunangan,78952000.0,11,6,0,0,64,1,2092000,21,0,0.0,61-70,70M-80M,2M-2.5M,20-30
S1,Cerai,46310000.0,99,8,0,0,46,1,309000,14,0,0.0,41-50,40M-50M,0-0.5M,10-20
S1,Bertunangan,76005000.0,72,6,0,0,67,0,1722000,22,1,0.0,61-70,70M-80M,1.5M-2M,20-30
S2,Lajang,58308000.0,77,8,0,0,58,1,900000,15,0,0.0,51-60,50M-60M,0.5M-1M,10-20
S3,Cerai,55614000.0,85,7,0,0,78,0,682000,20,1,0.0,71-80,50M-60M,0.5M-1M,10-20
S2,Cerai,59432000.0,88,5,0,0,60,1,663000,22,0,0.0,51-60,50M-60M,0.5M-1M,20-30
S1,Cerai,55563000.0,22,3,0,0,44,1,43000,6,0,0.0,41-50,50M-60M,0-0.5M,0-10
S3,Bertunangan,78642000.0,83,6,0,0,51,1,1816000,18,0,0.0,51-60,70M-80M,1.5M-2M,10-20
S3,Bertunangan,67911000.0,63,3,0,0,73,1,976000,27,0,0.0,71-80,60M-70M,0.5M-1M,20-30
S1,Menikah,65275000.0,9,2,0,0,78,0,746000,21,0,0.0,71-80,60M-70M,0.5M-1M,20-30
S1,Bertunangan,27203000.0,92,8,0,0,72,2,64000,6,0,0.0,71-80,20M-30M,0-0.5M,0-10
S2,Bertunangan,48330000.0,2,5,0,0,61,1,32000,5,0,0.0,61-70,40M-50M,0-0.5M,0-10
SMA,Menikah,24279000.0,6,8,0,0,32,0,263000,9,0,0.0,31-40,20M-30M,0-0.5M,0-10
S3,Menikah,64355000.0,66,8,0,0,37,1,1445000,21,0,0.0,31-40,60M-70M,1M-1.5M,20-30
S1,Janda,53653000.0,29,6,0,0,69,0,1210000,28,0,0.0,61-70,50M-60M,1M-1.5M,20-30
S1,Menikah,65665000.0,77,3,0,0,46,1,945000,24,0,0.0,41-50,60M-70M,0.5M-1M,20-30
S1,Lajang,81217000.0,77,1,0,0,33,0,1157000,22,0,0.0,31-40,80M-90M,1M-1.5M,20-30
S1,Menikah,34935000.0,71,7,0,0,30,0,137000,8,0,0.0,20-30,30M-40M,0-0.5M,0-10
S1,Cerai,61250000.0,49,5,0,0,63,1,730000,25,0,0.0,61-70,60M-70M,0.5M-1M,20-30
S3,Bertunangan,39665000.0,97,7,0,0,41,1,216000,12,1,0.0,41-50,30M-40M,0-0.5M,10-20
S1,Lajang,60152000.0,6,3,0,0,43,1,943000,23,0,0.0,41-50,60M-70M,0.5M-1M,20-30
S1,Menikah,48920000.0,93,7,0,0,58,2,347000,16,1,0.0,51-60,40M-50M,0-0.5M,10-20
S2,Bertunangan,89120000.0,78,1,0,0,63,0,1924000,19,1,0.0,61-70,80M-90M,1.5M-2M,10-20
S3,Bertunangan,44124000.0,62,8,0,0,76,1,397000,17,0,0.0,71-80,40M-50M,0-0.5M,10-20
S2,Lajang,81169000.0,47,2,0,0,47,0,2089000,22,0,0.0,41-50,80M-90M,2M-2.5M,20-30
S1,Menikah,36443000.0,9,8,0,0,61,2,138000,11,0,0.0,61-70,30M-40M,0-0.5M,10-20
S1,Lajang,26095000.0,77,7,0,0,32,1,42000,5,0,0.0,31-40,20M-30M,0-0.5M,0-10
S1,Bertunangan,71367000.0,24,2,0,0,63,0,777000,17,0,0.0,61-70,70M-80M,0.5M-1M,10-20
S2,Menikah,80184000.0,19,3,0,0,78,0,1902000,20,2,0.0,71-80,80M-90M,1.5M-2M,10-20
S1,Cerai,30630000.0,67,7,0,0,57,2,52000,7,0,0.0,51-60,30M-40M,0-0.5M,0-10
S2,Lajang,73454000.0,95,5,0,0,35,0,1651000,13,1,0.0,31-40,70M-80M,1.5M-2M,10-20
S1,Menikah,42691000.0,48,5,0,0,31,0,358000,13,0,0.0,31-40,40M-50M,0-0.5M,10-20
S1,Menikah,70503000.0,73,6,0,0,69,0,1727000,16,2,0.0,61-70,70M-80M,1.5M-2M,10-20
S1,Menikah,25545000.0,35,6,0,1,35,1,210000,10,0,0.16666666666666666,31-40,20M-30M,0-0.5M,0-10
S1,Menikah,32880000.0,76,8,0,0,36,1,42000,5,0,0.0,31-40,30M-40M,0-0.5M,0-10
S3,Bertunangan,77863000.0,20,2,0,0,64,0,1291000,20,0,0.0,61-70,70M-80M,1M-1.5M,10-20
S2,Menikah,50353000.0,72,3,0,0,45,0,442000,15,0,0.0,41-50,50M-60M,0-0.5M,10-20
S1,Lajang,61839000.0,20,8,0,0,58,0,1895000,17,0,0.0,51-60,60M-70M,1.5M-2M,10-20
S3,Menikah,49154000.0,69,6,0,0,62,2,411000,19,0,0.0,61-70,40M-50M,0-0.5M,10-20
D3,Janda,47682000.0,80,5,0,0,47,1,521000,19,0,0.0,41-50,40M-50M,0.5M-1M,10-20
S1,Lajang,72679000.0,65,1,0,0,53,1,1168000,17,0,0.0,51-60,70M-80M,1M-1.5M,10-20
S2,Bertunangan,57954000.0,52,7,0,0,45,2,493000,23,1,0.0,41-50,50M-60M,0-0.5M,20-30
S1,Menikah,65316000.0,65,4,0,0,60,2,260000,12,0,0.0,51-60,60M-70M,0-0.5M,10-20
S1,Lajang,28567000.0,57,6,0,0,40,1,46000,7,0,0.0,31-40,20M-30M,0-0.5M,0-10
S2,Bertunangan,47352000.0,70,7,0,0,71,1,319000,16,0,0.0,71-80,40M-50M,0-0.5M,10-20
S1,Bertunangan,44931000.0,0,5,0,0,55,1,96000,7,0,0.0,51-60,40M-50M,0-0.5M,0-10
S1,Cerai,76982000.0,19,4,0,1,55,0,1062000,16,1,0.25,51-60,70M-80M,1M-1.5M,10-20
D3,Bertunangan,57247000.0,50,2,0,0,70,1,232000,12,0,0.0,61-70,50M-60M,0-0.5M,10-20
S2,Lajang,22944000.0,67,7,0,0,41,1,76000,9,0,0.0,41-50,20M-30M,0-0.5M,0-10
D3,Bertunangan,25315000.0,46,8,0,0,45,1,54000,9,0,0.0,41-50,20M-30M,0-0.5M,0-10
S1,Janda,43638000.0,37,7,0,0,53,1,201000,11,0,0.0,51-60,40M-50M,0-0.5M,10-20
S3,Lajang,42710000.0,38,6,0,0,38,1,406000,14,0,0.0,31-40,40M-50M,0-0.5M,10-20
S3,Menikah,84169000.0,9,3,0,1,40,0,1919000,20,2,0.3333333333333333,31-40,80M-90M,1.5M-2M,10-20
S1,Bertunangan,54058000.0,56,3,0,0,46,1,662000,20,0,0.0,41-50,50M-60M,0.5M-1M,10-20
D3,Menikah,24683000.0,98,5,0,0,32,1,41000,8,0,0.0,31-40,20M-30M,0-0.5M,0-10
S1,Janda,85620000.0,68,1,0,1,58,0,1600000,14,0,1.0,51-60,80M-90M,1.5M-2M,10-20
S1,Menikah,47850000.0,72,6,0,0,42,1,134000,8,0,0.0,41-50,40M-50M,0-0.5M,0-10
S1,Menikah,19514000.0,47,8,0,1,54,2,69000,10,1,0.125,51-60,10M-20M,0-0.5M,0-10
S2,Menikah,27159000.0,33,6,0,0,49,2,21000,6,0,0.0,41-50,20M-30M,0-0.5M,0-10
D3,Lajang,39548000.0,87,3,0,0,59,2,54000,7,0,0.0,51-60,30M-40M,0-0.5M,0-10
S1,Lajang,21474000.0,0,7,0,1,33,1,91000,8,1,0.14285714285714285,31-40,20M-30M,0-0.5M,0-10
S3,Lajang,60504000.0,73,6,0,0,51,1,526000,18,0,0.0,51-60,60M-70M,0.5M-1M,10-20
S1,Menikah,22419000.0,74,8,0,0,59,0,162000,8,0,0.0,51-60,20M-30M,0-0.5M,0-10
S2,Menikah,81698000.0,4,1,0,1,73,0,1008000,25,0,1.0,71-80,80M-90M,1M-1.5M,20-30
S1,Bertunangan,43462000.0,50,8,0,0,70,2,240000,16,0,0.0,61-70,40M-50M,0-0.5M,10-20
S3,Lajang,54880000.0,57,5,0,0,44,1,795000,21,0,0.0,41-50,50M-60M,0.5M-1M,20-30
S1,Menikah,79908000.0,30,2,0,0,40,0,1772000,19,1,0.0,31-40,70M-80M,1.5M-2M,10-20
D3,Menikah,15315000.0,27,5,0,0,52,0,64000,8,0,0.0,51-60,10M-20M,0-0.5M,0-10
S1,Bertunangan,87771000.0,61,6,0,1,63,1,1957000,20,4,0.16666666666666666,61-70,80M-90M,1.5M-2M,10-20
S1,Menikah,33039000.0,4,5,0,0,44,1,78000,7,0,0.0,41-50,30M-40M,0-0.5M,0-10
S1,Lajang,81741000.0,75,2,0,0,42,0,1572000,19,0,0.0,41-50,80M-90M,1.5M-2M,10-20
S2,Bertunangan,71499000.0,12,4,0,0,51,1,795000,26,0,0.0,51-60,70M-80M,0.5M-1M,20-30
D3,Menikah,62466000.0,13,4,0,0,52,1,889000,26,0,0.0,51-60,60M-70M,0.5M-1M,20-30
S3,Cerai,48799000.0,9,3,0,0,59,1,331000,15,0,0.0,51-60,40M-50M,0-0.5M,10-20
S3,Bertunangan,52157000.0,48,4,0,0,72,1,265000,12,0,0.0,71-80,50M-60M,0-0.5M,10-20
S1,Lajang,66565000.0,80,8,0,0,60,1,1065000,19,0,0.0,51-60,60M-70M,1M-1.5M,10-20
S2,Bertunangan,29298000.0,60,5,0,0,71,2,11000,4,0,0.0,71-80,20M-30M,0-0.5M,0-10
S1,Lajang,47691000.0,43,6,0,0,43,1,21000,4,0,0.0,41-50,40M-50M,0-0.5M,0-10
S1,Bertunangan,38200000.0,19,7,0,0,52,2,17000,4,0,0.0,51-60,30M-40M,0-0.5M,0-10
S1,Menikah,44989000.0,26,6,0,0,48,1,369000,16,0,0.0,41-50,40M-50M,0-0.5M,10-20
S3,Menikah,38443000.0,58,7,0,0,54,2,38000,6,0,0.0,51-60,30M-40M,0-0.5M,0-10
D3,Lajang,38593000.0,42,8,0,0,44,1,177000,11,0,0.0,41-50,30M-40M,0-0.5M,10-20
S3,Bertunangan,64413000.0,27,5,0,0,52,1,279000,12,0,0.0,51-60,60M-70M,0-0.5M,10-20
S2,Menikah,36959000.0,56,8,0,0,41,1,62000,7,0,0.0,41-50,30M-40M,0-0.5M,0-10
S3,Menikah,61996000.0,27,5,0,1,45,1,1230000,21,3,0.2,41-50,60M-70M,1M-1.5M,20-30
S1,Menikah,51287000.0,10,7,0,0,54,2,182000,11,0,0.0,51-60,50M-60M,0-0.5M,10-20
S1,Menikah,13260000.0,48,8,0,0,52,2,49000,10,0,0.0,51-60,10M-20M,0-0.5M,0-10
S3,Bertunangan,47472000.0,39,5,0,0,56,2,75000,8,0,0.0,51-60,40M-50M,0-0.5M,0-10
S2,Bertunangan,54603000.0,85,7,0,0,66,2,227000,16,0,0.0,61-70,50M-60M,0-0.5M,10-20
S3,Menikah,45207000.0,64,6,0,0,48,2,215000,15,1,0.0,41-50,40M-50M,0-0.5M,10-20
D3,Bertunangan,47821000.0,54,8,0,0,55,2,47000,5,0,0.0,51-60,40M-50M,0-0.5M,0-10
S2,Menikah,27450000.0,57,7,0,0,71,0,143000,7,0,0.0,71-80,20M-30M,0-0.5M,0-10
S1,Bertunangan,39453000.0,64,6,0,0,39,1,55000,7,0,0.0,31-40,30M-40M,0-0.5M,0-10
D3,Bertunangan,26850000.0,10,4,0,0,51,2,63000,11,0,0.0,51-60,20M-30M,0-0.5M,10-20
S1,Janda,79800000.0,65,3,0,1,67,0,1867000,22,3,0.3333333333333333,61-70,70M-80M,1.5M-2M,20-30
S2,Menikah,61794000.0,74,2,0,0,61,1,611000,20,0,0.0,61-70,60M-70M,0.5M-1M,10-20
S1,Bertunangan,53863000.0,4,7,0,0,67,1,473000,18,1,0.0,61-70,50M-60M,0-0.5M,10-20
S1,Bertunangan,24221000.0,94,4,0,0,63,0,55000,6,0,0.0,61-70,20M-30M,0-0.5M,0-10
S3,Lajang,39684000.0,41,7,1,1,38,1,81000,7,0,0.14285714285714285,31-40,30M-40M,0-0.5M,0-10
S2,Menikah,92163000.0,25,2,0,1,47,0,2086000,21,2,0.5,41-50,90M-100M,2M-2.5M,20-30
S2,Lajang,69882000.0,94,1,0,0,57,0,1478000,20,0,0.0,51-60,60M-70M,1M-1.5M,10-20
S1,Bertunangan,33178000.0,9,4,0,0,45,1,49000,5,0,0.0,41-50,30M-40M,0-0.5M,0-10
S3,Menikah,59973000.0,47,1,0,0,50,0,382000,15,0,0.0,41-50,50M-60M,0-0.5M,10-20
S2,Bertunangan,17459000.0,12,7,0,1,47,1,69000,9,0,0.14285714285714285,41-50,10M-20M,0-0.5M,0-10
S1,Cerai,23910000.0,80,7,0,0,53,1,67000,6,0,0.0,51-60,20M-30M,0-0.5M,0-10
S2,Menikah,42169000.0,20,8,0,0,53,2,30000,6,0,0.0,51-60,40M-50M,0-0.5M,0-10
D3,Menikah,26224000.0,39,6,0,0,44,1,63000,9,0,0.0,41-50,20M-30M,0-0.5M,0-10
S1,Bertunangan,31089000.0,57,8,0,0,41,1,79000,10,0,0.0,41-50,30M-40M,0-0.5M,0-10
S1,Lajang,30081000.0,27,7,0,0,61,1,42000,5,0,0.0,61-70,30M-40M,0-0.5M,0-10
S1,Bertunangan,62807000.0,83,5,0,0,62,1,819000,23,0,0.0,61-70,60M-70M,0.5M-1M,20-30
S1,Lajang,72906000.0,79,1,0,0,67,0,1151000,17,0,0.0,61-70,70M-80M,1M-1.5M,10-20
S3,Menikah,61467000.0,69,5,0,0,74,2,594000,20,0,0.0,71-80,60M-70M,0.5M-1M,10-20
S2,Bertunangan,49618000.0,77,7,0,0,56,2,129000,11,0,0.0,51-60,40M-50M,0-0.5M,10-20
S2,Lajang,21888000.0,15,10,0,1,36,1,213000,12,0,0.1,31-40,20M-30M,0-0.5M,10-20
S1,Cerai,26150000.0,61,7,0,0,66,3,28000,5,0,0.0,61-70,20M-30M,0-0.5M,0-10
SMA,Menikah,30801000.0,23,7,0,0,47,1,45000,6,0,0.0,41-50,30M-40M,0-0.5M,0-10
S1,Menikah,81168000.0,84,3,0,0,57,0,1193000,18,1,0.0,51-60,80M-90M,1M-1.5M,10-20
S2,Lajang,26877000.0,74,6,0,0,53,0,268000,12,0,0.0,51-60,20M-30M,0-0.5M,10-20
S2,Janda,45006000.0,90,3,0,0,78,0,266000,12,0,0.0,71-80,40M-50M,0-0.5M,10-20
SMA,Menikah,18978000.0,41,8,0,0,49,1,37000,5,0,0.0,41-50,10M-20M,0-0.5M,0-10
S3,Lajang,48240000.0,73,5,0,1,53,0,882000,25,0,0.2,51-60,40M-50M,0.5M-1M,20-30
S1,Menikah,45837000.0,88,7,0,0,48,2,373000,18,0,0.0,41-50,40M-50M,0-0.5M,10-20
S2,Lajang,35791000.0,94,8,0,0,57,3,35000,6,0,0.0,51-60,30M-40M,0-0.5M,0-10
S3,Bertunangan,162397000.0,31,1,0,0,46,2,107000,1,0,0.0,41-50,>100M,0-0.5M,0-10
S1,Janda,54162000.0,31,4,0,0,44,2,42000,5,0,0.0,41-50,50M-60M,0-0.5M,0-10
S2,Menikah,30522000.0,6,2,0,0,62,1,326000,17,0,0.0,61-70,30M-40M,0-0.5M,10-20
S3,Menikah,54456000.0,23,6,0,0,61,1,404000,17,0,0.0,61-70,50M-60M,0-0.5M,10-20
S1,Lajang,31632000.0,92,7,0,0,51,0,95000,6,0,0.0,51-60,30M-40M,0-0.5M,0-10
S1,Janda,72298000.0,52,1,0,0,73,0,939000,14,2,0.0,71-80,70M-80M,0.5M-1M,10-20
D3,Lajang,36975000.0,50,7,0,0,44,1,33000,5,0,0.0,41-50,30M-40M,0-0.5M,0-10
D3,Menikah,72635000.0,54,3,0,0,67,0,981000,21,1,0.0,61-70,70M-80M,0.5M-1M,20-30
S1,Menikah,13624000.0,93,6,0,0,46,1,36000,7,0,0.0,41-50,10M-20M,0-0.5M,0-10
S1,Lajang,84196000.0,56,3,0,0,47,1,1237000,20,0,0.0,41-50,80M-90M,1M-1.5M,10-20
S1,Bertunangan,70971000.0,28,7,0,1,62,1,1825000,34,0,0.14285714285714285,61-70,70M-80M,1.5M-2M,30-40
S3,Cerai,34487000.0,94,9,0,0,45,2,103000,9,0,0.0,41-50,30M-40M,0-0.5M,0-10
S1,Lajang,28769000.0,76,9,0,0,45,1,191000,12,0,0.0,41-50,20M-30M,0-0.5M,10-20
S3,Menikah,69084000.0,43,8,0,0,52,1,1586000,25,0,0.0,51-60,60M-70M,1.5M-2M,20-30
S3,Bertunangan,65488000.0,46,1,0,0,64,0,963000,14,0,0.0,61-70,60M-70M,0.5M-1M,10-20
D3,Lajang,32218000.0,27,7,0,1,62,0,93000,7,1,0.14285714285714285,61-70,30M-40M,0-0.5M,0-10
S1,Lajang,83917000.0,12,3,0,1,49,0,1587000,21,0,0.3333333333333333,41-50,80M-90M,1.5M-2M,20-30
S1,Cerai,46102000.0,3,7,0,0,60,3,16000,4,0,0.0,51-60,40M-50M,0-0.5M,0-10
S1,Lajang,84574000.0,72,5,0,0,70,0,1375000,32,0,0.0,61-70,80M-90M,1M-1.5M,30-40
S1,Menikah,56181000.0,6,4,0,0,60,1,393000,14,0,0.0,51-60,50M-60M,0-0.5M,10-20
S2,Cerai,63120000.0,53,7,0,1,72,1,1477000,26,0,0.14285714285714285,71-80,60M-70M,1M-1.5M,20-30
S1,Menikah,73691000.0,58,2,0,0,51,1,1179000,18,1,0.0,51-60,70M-80M,1M-1.5M,10-20
S3,Bertunangan,76140000.0,57,2,0,0,74,0,1348000,21,0,0.0,71-80,70M-80M,1M-1.5M,20-30
S3,Cerai,62859000.0,37,6,0,0,63,1,1307000,23,0,0.0,61-70,60M-70M,1M-1.5M,20-30
S1,Lajang,45906000.0,20,5,0,0,58,1,486000,15,1,0.0,51-60,40M-50M,0-0.5M,10-20
S2,Bertunangan,77632000.0,73,2,0,1,75,0,2252000,13,2,0.5,71-80,70M-80M,2M-2.5M,10-20
S3,Menikah,46463000.0,56,6,0,0,51,2,235000,17,0,0.0,51-60,40M-50M,0-0.5M,10-20
S1,Bertunangan,105471000.0,36,3,0,1,52,0,1724000,30,2,0.3333333333333333,51-60,>100M,1.5M-2M,20-30
S2,Cerai,55282000.0,9,4,0,0,52,1,235000,11,0,0.0,51-60,50M-60M,0-0.5M,10-20
S2,Menikah,78710000.0,42,4,0,0,45,1,1092000,28,0,0.0,41-50,70M-80M,1M-1.5M,20-30
S1,Bertunangan,66886000.0,28,5,0,0,64,1,599000,17,0,0.0,61-70,60M-70M,0.5M-1M,10-20
S2,Lajang,98777000.0,23,1,0,0,62,0,2008000,19,1,0.0,61-70,90M-100M,2M-2.5M,10-20
S1,Bertunangan,29103000.0,38,9,0,0,37,1,48000,6,0,0.0,31-40,20M-30M,0-0.5M,0-10
S1,Menikah,67445000.0,63,6,0,0,48,1,1174000,32,0,0.0,41-50,60M-70M,1M-1.5M,30-40
S3,Bertunangan,50616000.0,71,2,0,0,72,1,67000,7,0,0.0,71-80,50M-60M,0-0.5M,0-10
S1,Cerai,49431000.0,9,8,0,0,67,1,365000,15,0,0.0,61-70,40M-50M,0-0.5M,10-20
S1,Cerai,153924000.0,81,0,0,0,47,0,6000,0,0,0.0,41-50,>100M,0-0.5M,0-10
S1,Bertunangan,61278000.0,87,6,0,0,69,1,165000,10,0,0.0,61-70,60M-70M,0-0.5M,0-10
S3,Bertunangan,73059000.0,36,4,0,0,75,1,1095000,26,0,0.0,71-80,70M-80M,1M-1.5M,20-30
S3,Lajang,46734000.0,86,6,0,0,56,3,223000,12,1,0.0,51-60,40M-50M,0-0.5M,10-20
S1,Bertunangan,56253000.0,83,6,0,0,59,1,597000,22,0,0.0,51-60,50M-60M,0.5M-1M,20-30
S1,Janda,58330000.0,87,4,0,0,47,1,1064000,24,0,0.0,41-50,50M-60M,1M-1.5M,20-30
SMA,Menikah,25965000.0,29,8,0,0,42,0,74000,6,0,0.0,41-50,20M-30M,0-0.5M,0-10
S2,Bertunangan,14661000.0,88,6,0,0,66,0,26000,5,0,0.0,61-70,10M-20M,0-0.5M,0-10
S1,Menikah,18690000.0,77,8,0,0,63,0,60000,5,0,0.0,61-70,10M-20M,0-0.5M,0-10
S3,Bertunangan,45068000.0,25,7,0,0,48,1,20000,4,0,0.0,41-50,40M-50M,0-0.5M,0-10
SMA,Lajang,21063000.0,34,6,0,0,35,1,59000,7,0,0.0,31-40,20M-30M,0-0.5M,0-10
S3,Menikah,29187000.0,43,8,0,0,54,1,34000,5,0,0.0,51-60,20M-30M,0-0.5M,0-10
D3,Menikah,54690000.0,76,3,0,0,51,2,198000,12,0,0.0,51-60,50M-60M,0-0.5M,10-20
S3,Menikah,59304000.0,81,5,0,0,58,1,1048000,28,0,0.0,51-60,50M-60M,1M-1.5M,20-30
S2,Lajang,59247000.0,87,6,0,0,60,2,574000,21,0,0.0,51-60,50M-60M,0.5M-1M,20-30
S1,Janda,66731000.0,33,3,0,0,52,1,1029000,17,0,0.0,51-60,60M-70M,1M-1.5M,10-20
S1,Menikah,77353000.0,38,4,0,0,42,1,670000,20,0,0.0,41-50,70M-80M,0.5M-1M,10-20
S1,Menikah,26751000.0,26,8,0,0,48,2,11000,4,0,0.0,41-50,20M-30M,0-0.5M,0-10
S3,Menikah,81300000.0,17,5,0,1,59,1,1241000,21,1,0.2,51-60,80M-90M,1M-1.5M,20-30
S1,Lajang,70337000.0,75,1,0,0,43,0,576000,17,0,0.0,41-50,70M-80M,0.5M-1M,10-20
D3,Menikah,36145000.0,13,9,0,1,37,1,172000,12,1,0.1111111111111111,31-40,30M-40M,0-0.5M,10-20
S3,Lajang,65295000.0,19,2,0,0,42,0,664000,20,0,0.0,41-50,60M-70M,0.5M-1M,10-20
S1,Cerai,68118000.0,51,6,0,0,59,1,928000,23,0,0.0,51-60,60M-70M,0.5M-1M,20-30
S1,Cerai,68743000.0,81,7,0,0,55,0,2074000,30,0,0.0,51-60,60M-70M,2M-2.5M,20-30
D3,Bertunangan,41039000.0,32,8,0,0,40,0,467000,15,0,0.0,31-40,40M-50M,0-0.5M,10-20
S1,Bertunangan,38946000.0,84,5,0,0,67,1,257000,12,0,0.0,61-70,30M-40M,0-0.5M,10-20
S1,Bertunangan,65777000.0,87,1,0,0,55,0,1146000,17,0,0.0,51-60,60M-70M,1M-1.5M,10-20
S3,Cerai,66476000.0,99,4,0,0,46,1,689000,20,0,0.0,41-50,60M-70M,0.5M-1M,10-20
S3,Lajang,86857000.0,96,2,0,1,50,0,2114000,22,0,0.5,41-50,80M-90M,2M-2.5M,20-30
S3,Bertunangan,77845000.0,40,1,0,0,33,0,1346000,21,2,0.0,31-40,70M-80M,1M-1.5M,20-30
S3,Bertunangan,69476000.0,3,2,0,0,53,0,1044000,15,0,0.0,51-60,60M-70M,1M-1.5M,10-20
S3,Cerai,50611000.0,98,6,0,1,62,1,493000,22,1,0.16666666666666666,61-70,50M-60M,0-0.5M,20-30
S1,Lajang,61209000.0,73,2,0,0,52,0,957000,13,0,0.0,51-60,60M-70M,0.5M-1M,10-20
S2,Bertunangan,42315000.0,90,3,0,0,64,1,270000,12,0,0.0,61-70,40M-50M,0-0.5M,10-20
SMA,Bertunangan,13084000.0,29,6,0,0,70,0,29000,5,0,0.0,61-70,10M-20M,0-0.5M,0-10
S2,Janda,47570000.0,3,7,0,1,73,2,121000,9,0,0.14285714285714285,71-80,40M-50M,0-0.5M,0-10
S2,Menikah,61923000.0,94,3,0,0,61,2,126000,8,0,0.0,61-70,60M-70M,0-0.5M,0-10
S1,Lajang,34824000.0,65,6,0,0,27,0,23000,4,0,0.0,20-30,30M-40M,0-0.5M,0-10
S3,Lajang,26518000.0,33,8,0,1,73,2,57000,8,0,0.125,71-80,20M-30M,0-0.5M,0-10
S1,Lajang,45938000.0,46,6,0,0,61,0,636000,20,0,0.0,61-70,40M-50M,0.5M-1M,10-20
S1,Bertunangan,78468000.0,29,4,0,0,62,0,1004000,28,1,0.0,61-70,70M-80M,1M-1.5M,20-30
S1,Cerai,78901000.0,99,4,0,0,49,1,734000,20,0,0.0,41-50,70M-80M,0.5M-1M,10-20
S1,Menikah,71427000.0,26,4,0,0,44,2,614000,20,0,0.0,41-50,70M-80M,0.5M-1M,10-20
S1,Cerai,71022000.0,30,8,0,0,44,1,1453000,21,1,0.0,41-50,70M-80M,1M-1.5M,20-30
S2,Lajang,90247000.0,27,1,0,1,34,0,1621000,15,3,1.0,31-40,90M-100M,1.5M-2M,10-20
S2,Cerai,41335000.0,24,7,0,0,54,1,187000,12,0,0.0,51-60,40M-50M,0-0.5M,10-20
S3,Cerai,35682000.0,34,2,0,0,52,1,57000,6,0,0.0,51-60,30M-40M,0-0.5M,0-10
S1,Cerai,43185000.0,88,8,0,0,71,1,637000,20,0,0.0,71-80,40M-50M,0.5M-1M,10-20
S3,Bertunangan,66375000.0,96,7,0,0,74,1,948000,14,1,0.0,71-80,60M-70M,0.5M-1M,10-20
S1,Menikah,25252000.0,26,8,0,0,36,1,18000,4,0,0.0,31-40,20M-30M,0-0.5M,0-10
S2,Lajang,55250000.0,49,5,0,0,57,1,903000,26,0,0.0,51-60,50M-60M,0.5M-1M,20-30
S1,Lajang,33249000.0,11,6,0,0,47,1,112000,8,0,0.0,41-50,30M-40M,0-0.5M,0-10
S1,Bertunangan,58398000.0,44,4,0,0,69,0,596000,20,0,0.0,61-70,50M-60M,0.5M-1M,10-20
S1,Bertunangan,50272000.0,75,7,0,0,40,1,233000,13,0,0.0,31-40,50M-60M,0-0.5M,10-20
S3,Menikah,76618000.0,64,1,0,0,47,0,1511000,11,0,0.0,41-50,70M-80M,1.5M-2M,10-20
D3,Cerai,87305000.0,19,2,0,1,62,0,1152000,17,1,0.5,61-70,80M-90M,1M-1.5M,10-20
S1,Bertunangan,25851000.0,45,7,0,0,44,1,48000,7,0,0.0,41-50,20M-30M,0-0.5M,0-10
S1,Cerai,58710000.0,77,6,0,0,52,1,1185000,31,0,0.0,51-60,50M-60M,1M-1.5M,30-40
S1,Lajang,45160000.0,9,7,0,0,64,2,21000,4,0,0.0,61-70,40M-50M,0-0.5M,0-10
S2,Menikah,74806000.0,1,4,0,0,57,1,965000,16,0,0.0,51-60,70M-80M,0.5M-1M,10-20
S1,Menikah,59111000.0,90,7,0,0,68,0,869000,21,0,0.0,61-70,50M-60M,0.5M-1M,20-30
S3,Menikah,18988000.0,43,7,0,0,38,1,16000,6,0,0.0,31-40,10M-20M,0-0.5M,0-10
